name,brand,category,subcategory,description,sku,costPrice,wholesalePrice,retailPrice,stock,images,status
"Vivo V23E Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V23E Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00337","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V23E Back Case Transparent/Vivo V23E Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo V23E Back Case Transparent/Vivo V23E Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V23E Back Case Transparent/Vivo V23E Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V23E Back Case Transparent/Vivo V23E Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V23E Back Case Transparent/Vivo V23E Back Case Transparent.jpg","Active"
"Vivo V29 Back Case Cover","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V29 Back Case Cover. Shockproof protection, precise cutouts and lightweight design.","VIV-00338","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V29 Back Case Cover/Vivo V29 Back Case Cover 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29 Back Case Cover/Vivo V29 Back Case Cover 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29 Back Case Cover/Vivo V29 Back Case Cover 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29 Back Case Cover/Vivo V29 Back Case Cover 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29 Back Case Cover/Vivo V29 Back Case Cover 5.jpg","Active"
"Vivo V29e Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V29e Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00339","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V29e Back Case Transparent/Vivo V29e Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29e Back Case Transparent/Vivo V29e Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29e Back Case Transparent/Vivo V29e Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29e Back Case Transparent/Vivo V29e Back Case Transparent 7.jpg|/uploads/backcase/Vivo Mobile case/Vivo V29e Back Case Transparent/Vivo V29e Back Case Transparent.jpg","Active"
"Vivo V30E Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V30E Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00340","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V30E Back Case Transparent/Vivo V30E Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30E Back Case Transparent/Vivo V30E Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30E Back Case Transparent/Vivo V30E Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30E Back Case Transparent/Vivo V30E Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30E Back Case Transparent/Vivo V30E Back Case Transparent 6.jpg","Active"
"Vivo V30P Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V30P Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00341","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V30P Back Case Transparent/Vivo V30P Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30P Back Case Transparent/Vivo V30P Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30P Back Case Transparent/Vivo V30P Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30P Back Case Transparent/Vivo V30P Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V30P Back Case Transparent/Vivo V30P Back Case Transparent 6.jpg","Active"
"Vivo V7 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo V7 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00342","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 6.jpg|/uploads/backcase/Vivo Mobile case/Vivo V7 Back Case Transparent/Vivo V7 Back Case Transparent 7.jpg","Active"
"Vivo X1005G Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X1005G Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00343","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 6.jpg|/uploads/backcase/Vivo Mobile case/Vivo X1005G Back Case Transparent/Vivo X1005G Back Case Transparent 7.jpg","Active"
"Vivo X100P Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X100P Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00344","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X100P Back Case Transparent/Vivo X100P Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X100P Back Case Transparent/Vivo X100P Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X100P Back Case Transparent/Vivo X100P Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X100P Back Case Transparent/Vivo X100P Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo X100P Back Case Transparent/Vivo X100P Back Case Transparent 5.jpg","Active"
"Vivo X50 Pro 5G Back Case Cover","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X50 Pro 5G Back Case Cover. Shockproof protection, precise cutouts and lightweight design.","VIV-00345","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X50 Pro 5G Back Case Cover/Vivo X50 Pro 5G Back Case Cover 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X50 Pro 5G Back Case Cover/Vivo X50 Pro 5G Back Case Cover 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X50 Pro 5G Back Case Cover/Vivo X50 Pro 5G Back Case Cover 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X50 Pro 5G Back Case Cover/Vivo X50 Pro 5G Back Case Cover 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo X50 Pro 5G Back Case Cover/Vivo X50 Pro 5G Back Case Cover 5.jpg","Active"
"Vivo X70PP Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X70PP Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00346","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X70PP Back Case Transparent/Vivo X70PP Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X70PP Back Case Transparent/Vivo X70PP Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X70PP Back Case Transparent/Vivo X70PP Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X70PP Back Case Transparent/Vivo X70PP Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo X70PP Back Case Transparent/Vivo X70PP Back Case Transparent 5.jpg","Active"
"Vivo X80 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X80 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00347","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X80 Back Case Transparent/Vivo X80 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80 Back Case Transparent/Vivo X80 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80 Back Case Transparent/Vivo X80 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80 Back Case Transparent/Vivo X80 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80 Back Case Transparent/Vivo X80 Back Case Transparent 5.jpg","Active"
"Vivo X80P Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X80P Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00348","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X80P Back Case Transparent/Vivo X80P Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80P Back Case Transparent/Vivo X80P Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80P Back Case Transparent/Vivo X80P Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80P Back Case Transparent/Vivo X80P Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo X80P Back Case Transparent/Vivo X80P Back Case Transparent 5.jpg","Active"
"Vivo X90P Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo X90P Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00349","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo X90P Back Case Transparent/Vivo X90P Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo X90P Back Case Transparent/Vivo X90P Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo X90P Back Case Transparent/Vivo X90P Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo X90P Back Case Transparent/Vivo X90P Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo X90P Back Case Transparent/Vivo X90P Back Case Transparent 6.jpg","Active"
"Vivo Y100 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y100 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00350","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y100 Back Case Transparent/Vivo Y100 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y100 Back Case Transparent/Vivo Y100 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y100 Back Case Transparent/Vivo Y100 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y100 Back Case Transparent/Vivo Y100 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y100 Back Case Transparent/Vivo Y100 Back Case Transparent 5.jpg","Active"
"Vivo Y16 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y16 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00351","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y16 Back Case Transparent/Vivo Y16 Back Case Transparent .jpg|/uploads/backcase/Vivo Mobile case/Vivo Y16 Back Case Transparent/Vivo Y16 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y16 Back Case Transparent/Vivo Y16 Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y16 Back Case Transparent/Vivo Y16 Back Case Transparent2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y16 Back Case Transparent/Vivo Y16 Back Case Transparent3.jpg","Active"
"Vivo Y17 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y17 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00352","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y17 Back Case Transparent/Vivo Y17 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17 Back Case Transparent/Vivo Y17 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17 Back Case Transparent/Vivo Y17 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17 Back Case Transparent/Vivo Y17 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17 Back Case Transparent/Vivo Y17 Back Case Transparent 5.jpg","Active"
"Vivo Y17S Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y17S Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00353","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y17S Back Case Transparent/Vivo Y17S Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17S Back Case Transparent/Vivo Y17S Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17S Back Case Transparent/Vivo Y17S Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17S Back Case Transparent/Vivo Y17S Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y17S Back Case Transparent/Vivo Y17S Back Case Transparent.jpg","Active"
"Vivo Y18 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y18 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00354","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y18 Back Case Transparent/Vivo Y18 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y18 Back Case Transparent/Vivo Y18 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y18 Back Case Transparent/Vivo Y18 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y18 Back Case Transparent/Vivo Y18 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y18 Back Case Transparent/Vivo Y18 Back Case Transparent 5.jpg","Active"
"Vivo Y19 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y19 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00355","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y19 Back Case Transparent/Vivo Y19 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y19 Back Case Transparent/Vivo Y19 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y19 Back Case Transparent/Vivo Y19 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y19 Back Case Transparent/Vivo Y19 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y19 Back Case Transparent/Vivo Y19 Back Case Transparent 5.jpg","Active"
"Vivo Y20 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y20 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00356","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y20 Back Case Transparent/Vivo Y20 Back Case Transparent 6.jpg","Active"
"Vivo Y200 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y200 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00357","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y200 Back Case Transparent/Vivo Y200 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200 Back Case Transparent/Vivo Y200 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200 Back Case Transparent/Vivo Y200 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200 Back Case Transparent/Vivo Y200 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200 Back Case Transparent/Vivo Y200 Back Case Transparent 5.jpg","Active"
"Vivo Y200E Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y200E Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00358","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y200E Back Case Transparent/Vivo Y200E Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200E Back Case Transparent/Vivo Y200E Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200E Back Case Transparent/Vivo Y200E Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200E Back Case Transparent/Vivo Y200E Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y200E Back Case Transparent/Vivo Y200E Back Case Transparent 6.jpg","Active"
"Vivo Y22 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y22 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00359","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y22 Back Case Transparent/Vivo Y22 Back Case Transparent 6.jpg","Active"
"Vivo Y27 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y27 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00360","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y27 Back Case Transparent/Vivo Y27 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y27 Back Case Transparent/Vivo Y27 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y27 Back Case Transparent/Vivo Y27 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y27 Back Case Transparent/Vivo Y27 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y27 Back Case Transparent/Vivo Y27 Back Case Transparent 5.jpg","Active"
"Vivo Y35 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y35 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00361","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y35 Back Case Transparent/Vivo Y35 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y35 Back Case Transparent/Vivo Y35 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y35 Back Case Transparent/Vivo Y35 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y35 Back Case Transparent/Vivo Y35 Back Case Transparent 5.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y35 Back Case Transparent/Vivo Y35 Back Case Transparent.jpg","Active"
"Vivo Y36 Back Case Transparent","Vivo","Mobile Accessories","Back Cases","Premium transparent back case designed for Vivo Y36 Back Case Transparent. Shockproof protection, precise cutouts and lightweight design.","VIV-00362","55","99","199","50","/uploads/backcase/Vivo Mobile case/Vivo Y36 Back Case Transparent/Vivo Y36 Back Case Transparent 1.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y36 Back Case Transparent/Vivo Y36 Back Case Transparent 2.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y36 Back Case Transparent/Vivo Y36 Back Case Transparent 3.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y36 Back Case Transparent/Vivo Y36 Back Case Transparent 4.jpg|/uploads/backcase/Vivo Mobile case/Vivo Y36 Back Case Transparent/Vivo Y36 Back Case Transparent 5.jpg","Active"
